AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,SurveySamplers
110-23-10210,East of Snug Cove,8/10/15,"SURVEY QUALITY: GOOD Left the Bear at 1030 and got dropped off at the stream mouth.  Surveyed upstream until turning around at 1600.  The water was very low throughout the stream, most chums were in shallow pools, and redds from previous visits were almost dry.  Most of the chum were moldy.  Approximately 30% of the live chum observed were postspawn and therefore snagged for sampling.  The large pool between the gorge, where we typically turn around was passable for some of the crew on this visit.  Reduced water level throughout the stream made visibility much higher on this visit.  High tide was 1122 of 12.7' (Petersburg).  It drizzeled all day.",57.41832031,-133.9280896,,57.41408785,-133.9422888,,,,,974.7966,450,Chum Salmon,186,97,,283,153,8,5.3,151,8,143,"Ashley Bolwerk, Aaryn Smith, Danielle Watson"
110-23-10210,East of Snug Cove,8/22/15,"SURVEY QUALITY: POOR Started survey near mouth of creek around 9:00 am. Surveyed upstream about 1 mile until canyon narrowed and chum salmon appeared to dissapate. Processed fish while traversing downstream, and found the majority of our samples once we surveyed the tide flat. Like a feral cat strikes fear into the alley mouse, large grey cotton candy-esque clouds swarmed the region and blanketed us with its contents. Winds blowing into the 40 knot range tried to whimper our spirits, but were unsuccessful as our team accumulated 196 samples.",57.4181052,-133.9172995,,57.41373835,-133.9421679,,,,,1571.550459,450,Chum Salmon,55,206,,261,196,7,3.63,193,7,186,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
110-32-10090,Chuck River,7/24/13,,57.59048266,-133.3663134,,57.5648211,-133.3432347,,,,,3173.989244,450,Chum Salmon,323,,,323,165,3,1.83,164,3,161,"Bryan Ferguson, Dale Brandenburger, Tessa Minicucci"
110-32-10090,Chuck River,7/28/13,"begining was upper extent barrier falls on trib, lots of dead fish",57.56558834,-133.3401136,,57.57133191,-133.3513331,,,,,927.3340438,450,Chum Salmon,562,,,562,288,3,1.07,281,3,278,"Bryan Ferguson, Dale Brandenburger, Dave Magnus, Tessa Minicucci"
110-32-10090,Chuck River,7/25/14,Good job team,57.57084489,-133.3501688,,57.56564941,-133.3403334,,57.56564941,-133.3403334,,825.3657432,450,Chum Salmon,315,2,,317,75,2,2.67,75,2,73,"Dale Brandenburger, Meg Robinson, Adam McDaniel"
110-32-10090,Chuck River,8/16/14,"very few fish, likely pushed out in flood event",57.56741752,-133.3479961,,57.56562501,-133.3399626,,57.5655182,-133.3400109,,520.5687995,450,Chum Salmon,26,5,,31,7,1,14.29,7,1,6,"Dale Brandenburger, Meg Robinson, Adam McDaniel"
110-32-10090,Chuck River,8/28/14,"Arrived at beach at 08:45, near low tide (tide flats of Chuck River). Conducted alive/dead count and chum sampling on walk up creek. Many pink salmon carcasses in lower reach. Turned onto Sylvia Creek at intersection with Chuck River. Walked to the upper extent of Sylvia Creek (series of waterfalls). Water level normal (?), visibility good. Mostly cloudy, light rain at times. Upon return to intersection with Chuck River continued up Chuck in search of route to upper reach, turned around due to impassable gorge; attempted a route through the woods along ridge, but unsuccessful in finding route. Sockeye salmon, Moose droppings, Mergansers and King Fisher seen. No live chum seen on Chuck River above intersection with Sylvia Creek (but Pinks observed). Picked up ~0.5 mile up Chuck River around 16:00, near high tide.",57.58925113,-133.3625641,,57.56610842,-133.3399499,,57.56610842,-133.3399499,,2910.928616,450,Chum Salmon,4,4,,8,7,0,0,7,0,7,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
110-32-10090,Chuck River,7/30/15,Water high but dropping throughout survey. Stained high water made visibilty difficult but chum could be seen throughout survey. We made it to the upper extent of the left tributary. Water was to high to sample lower on the river. We used the jetboat to get through this section.SURVEY QUALITY: POOR ,57.56817478,-133.3467459,,57.56547223,-133.3404308,,57.56547223,-133.3404308,,483.135711,450,Chum Salmon,51,12,,63,28,4,14.29,28,4,24,"Neve Baker, Bryan Ferguson, Adam McDaniel"
110-32-10090,Chuck River,8/10/15,"SURVEY QUALITY: FAIR Got on the stream at 8:20  in the morning, worked from the mouth as the tide was coming in upstream.  Survey quality fair due to the deep pools and high number of pink salmon making live counts more difficult.  We sampled the Sylvia Fork of the drainage to the waterfall, where we recorded an upper extent.  We then went up the main channel until the canyon, where we got an end survey location.  Overcast and rainy most of day, but water level remained low for survey and visibility was clear.",57.58366204,-133.3566276,,57.56281338,-133.3518048,,57.56558148,-133.3395466,,2339.780547,450,Chum Salmon,73,127,,200,125,11,9.02,122,11,111,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
110-34-10060,Glen Creek,8/1/13,,57.32900233,-133.110821,,57.31435592,-133.0965845,,,,,1842.866494,450,Chum Salmon,125,10,,135,67,3,4.62,65,3,62,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
110-34-10060,Glen Creek,8/6/13,,57.32919859,-133.1108592,,57.31406525,-133.0963207,,,,,1899.353401,450,Chum Salmon,50,150,,200,81,1,1.23,81,1,80,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
110-34-10060,Glen Creek,7/26/14,"very few fish, no observed spawning habitat. ",57.32830317,-133.107871,,57.30127364,-133.0878874,,,,,3242.079649,450,Chum Salmon,37,0,,37,3,0,0,2,0,2,"Dale Brandenburger, Meg Robinson, Adam McDaniel"
110-34-10060,Glen Creek,8/17/14,rain rain go awayno chum,57.32403529,-133.1002272,,57.31164468,-133.0947351,,,,,1419.010324,450,Chum Salmon,0,0,,0,0,,,,,,"Dale Brandenburger, Meg Robinson, Adam McDaniel"
110-34-10060,Glen Creek,7/29/15,"SURVEY QUALITY: FAIR Water level up with some staining but fair visibility throughout. Saw many pinks in lower reaches and saw no sign of any chum. Stream becomes very high gradient and has large boulders making wading difficult. With this water level, we could not safely continue past where we ended the survey. There appeared to be no chum present.",57.32826312,-133.1084472,,57.30840719,-133.0925087,,,,,2410.797929,450,Chum Salmon,0,0,,0,0,,,,,,"Neve Baker, Bryan Ferguson, Adam McDaniel"
110-34-10060,Glen Creek,8/11/15,"SURVEY QUALITY: POOR Survey began at 9:00 am. Water clarity was poor, water was fairly high. Hiked approx. 1 mile up the stream along the bank before high water, low fish, and shitty conditions caused us to take an endpoint and return to the boat. Rain throughout the day. Wolves heard before entering the trees when first arriving and when we left. ",57.32773067,-133.1081846,,57.31127778,-133.0940822,,,,,2019.706293,450,Chum Salmon,4,4,,8,5,2,40,5,2,3,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
111-16-10450,Swan Cove Creek,7/26/13,,57.9918955,-134.3393966,,57.98840492,-134.3564591,,,,,1081.523172,450,Chum Salmon,194,,,194,135,1,0.76,131,1,130,"Bryan Ferguson, Dale Brandenburger, Dave Magnus, Tessa Minicucci"
111-16-10450,Swan Cove Creek,8/2/13,run apears to be over,57.99344162,-134.3218384,,57.99509406,-134.3525089,,,,,1823.235039,450,Chum Salmon,10,80,,90,70,4,6.56,61,4,57,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
111-16-10450,Swan Cove Creek,7/24/14,"too early, no fish sampled",57.99299884,-134.3408246,,57.98697722,-134.3720609,,,,,1965.565997,450,Chum Salmon,62,0,,62,0,,,,,,"Ben Adams, Dale Brandenburger, Meg Robinson, Adam McDaniel"
111-16-10450,Swan Cove Creek,8/8/14,no jet boat,57.98376461,-134.3202436,,57.9870844,-134.3725986,,57.98708073,-134.3726121,,3119.152219,450,Chum Salmon,52,74,,126,96,0,0,93,0,93,"Dale Brandenburger, Meg Robinson, Adam McDaniel"
111-16-10450,Swan Cove Creek,7/24/15,"High dark muddy water, could not continue survey beyond tide flats.SURVEY QUALITY: POOR",57.98628353,-134.324017,,57.99276703,-134.34223,,,,,1296.932292,450,Chum Salmon,4,3,,7,4,0,0,4,0,4,"Neve Baker, Bryan Ferguson, Adam McDaniel"
111-16-10450,Swan Cove Creek,7/25/15,SURVEY QUALITY: FAIR ,57.98824461,-134.3275972,,57.98666515,-134.3701237,,,,,2521.736888,450,Chum Salmon,191,36,,227,63,0,0,62,0,62,"Neve Baker, Bryan Ferguson, Adam McDaniel"
111-16-10450,Swan Cove Creek,7/31/15,"Creek was high and off color making for poor visibility throughout the survey, Most samples were from predation found along the stream bank. We could not get to the upper reaches of this survey due to high, fast water conditions.SURVEY QUALITY: POOR ",57.98225101,-134.3123449,,57.98792109,-134.3506142,,,,,2350.342628,450,Chum Salmon,17,43,,60,35,1,2.86,35,1,34,"Neve Baker, Bryan Ferguson, Adam McDaniel"
111-16-10450,Swan Cove Creek,8/9/15,"SURVEY QUALITY:  FAIRLeft the Bear at 1030 to get dropped off at the top of the intertidal at 1115.  We hiked to the top of the creek and surveyed on the way down.  There is a waterfall of at least 15ft at the top, which serves as a barrier to chum migration.  Turned around at 1300.  Lots of dead carcasses were seen throughout the creek.  Very few live chum were seen and all were moldy. Lots of dead pinks throughout as well.  The creek seemed low and was clear.  High tide was at 1012 of 12.0' (Petersburg).  The weather was sunny switching to cloudy in the afternoon.  ",57.98688273,-134.3743681,,57.99297691,-134.3408168,,57.98688273,-134.3743681,,2097.406556,450,Chum Salmon,57,241,,298,232,2,0.88,226,2,224,"Ashley Bolwerk, Aaryn Smith, Danielle Watson"
111-17-10100,King Salmon River,7/25/13,,58.03729989,-134.3149282,,58.05492789,-134.3539511,,,,,3027.522561,450,Chum Salmon,284,,,284,192,4,2.17,184,4,180,"Bryan Ferguson, Dale Brandenburger, Dave Magnus, Tessa Minicucci"
111-17-10100,King Salmon River,8/3/13,,58.03779728,-134.317143,,58.05417811,-134.353517,,,,,2818.369514,450,Chum Salmon,100,350,,450,101,3,3.09,97,3,94,"Bryan Ferguson, Dale Brandenburger, Laurinda Marcello"
111-17-10100,King Salmon River,7/23/14,Dale B's crew went up in jetboat from mouth and surveye upstream. Ben A and Derrick M flew with ADF&G into upper reaches of Index area and then walked down. Met up at PA 8. ,58.04248319,-134.3397194,,58.07133,-134.3886,,,,,4318.685468,450,Chum Salmon,2160,20,,2180,116,0,0,115,0,115,"Ben Adams, Dale Brandenburger, Adam McDaniel, Meg Robinson"
111-17-10100,King Salmon River,7/31/14,Flew into upper reaches with ADF&G and Derrick. We then walked down to the point where we met Dale on the previous K.S.R. Visit. Good numbers but limited time. ,58.07127515,-134.3884822,,,,,,,,,450,Chum Salmon,1200,350,,1550,127,0,0,126,0,126,"derrick miller, Ben Adams"
111-17-10100,King Salmon River,8/9/14,river flooding,58.04247996,-134.3397574,,58.0576252,-134.3647868,,,,,2242.753576,450,Chum Salmon,52,42,,94,47,1,2.13,47,1,46,"Dale Brandenburger, Meg Robinson, Adam McDaniel"
111-17-10100,King Salmon River,7/26/15,Saw very few chum down low near tide flat. Started seeing more chum as we moved up the river. Most samples were from fairly old rotten heads. Many found on grass flats and logjams indicating many carcasses may have been washed out with recent flood. SURVEY QUALITY: FAIR ,58.04330312,-134.3418531,,58.06884461,-134.3849609,,,,,3817.105245,450,Chum Salmon,89,97,,186,96,1,1.09,92,1,91,"Neve Baker, Bryan Ferguson, Adam McDaniel"
111-17-10100,King Salmon River,8/1/15,SURVEY QUALITY: FAIR Water was high at the start of the survey along with poor visibility.  Stream level decreased and cleared up as survey went on. Most samples were from collected fish heads.,58.04314847,-134.3416732,,58.0691374,-134.3846936,,,,,3850.980435,450,Chum Salmon,38,80,,118,74,1,1.35,74,1,73,"Neve Baker, Bryan Ferguson, Adam McDaniel"
111-17-10100,King Salmon River,8/4/15,"SURVEY QUALITY: FAIR Flew into the upper reacdhed, approximately 5 miles up. Went with Phil Richards from ADF&G on his Chinook survey. Most fish sampled were dead and there were very few live chums. Run is essentially over. Walked upstream from drop off point for about 3/4 mile and sampled a few locations before heading down. Did not do an accurate count due to lack of time and manpower. Estimated live/dead count is certainly not far off for section of stream covered. ",58.07847531,-134.4006132,,58.05504,-134.35398,,,,,3793.277447,450,Chum Salmon,250,100,,350,141,1,0.72,138,1,137,"Ben Adams, ROGER VALLION"
111-33-10100,Prospect Creek,7/26/13,,58.05082551,-133.8153469,,58.0660972,-133.8341556,,,,,2031.30247,450,Chum Salmon,950,0,,950,0,,,,,,"ben adams, jon livermore, ashley bulwerk, Alix Blake"
111-33-10100,Prospect Creek,7/27/13,,58.06603248,-133.8340635,,58.07045839,-133.8404558,,,,,620.7584334,450,Chum Salmon,950,6,,956,8,0,0,8,0,8,
111-33-10100,Prospect Creek,7/28/13,,58.05951342,-133.8272243,,58.06683446,-133.8384474,,,,,1050.609777,450,Chum Salmon,,,,,47,9,19.15,47,9,38,
111-33-10100,Prospect Creek,8/4/13,,58.05961287,-133.8277149,,,,,,,,,450,Chum Salmon,,,,,171,39,23.64,165,39,126,
111-33-10100,Prospect Creek,8/5/13,,58.05696346,-133.8258167,,,,,,,,,450,Chum Salmon,600,,,600,148,46,31.51,146,46,100,
111-33-10100,Prospect Creek,8/20/13,,58.05631868,-133.8248423,,58.05961708,-133.8275,,,,,399.4741969,450,Chum Salmon,74,100,,174,111,19,17.92,106,19,87,
111-33-10100,Prospect Creek,7/23/14,"First day at creek this season. Partly cloudy/overcast, slight breeze, no rain during survey. Dropped off part way up main channel, still in tide flats, 1 hour after low tide. Only dead fish were apparent bear predation (1 tail, 1 side of salmon). ~5-10% of live fish with mold spots. Very buggy in lower reach (no-see-ums). Fast rapid section of creek very difficult/dangerous to walk, bypassed in forest. 189 live fish before forest bypass. Trail cleared in forest bypass. Hiked to reach upper reach of stream, ~1 hour past last seen live chum, segment contained cobble larger than fist, ~100m portion of which was fast riffles/rapids without pools. Dolly varden, American Dippers, and Mergansers present. Bear seen on return route in lower reach. Two live sampled fish taken on return trip. Handled 1 male and 1 female live pre-spawn chum.",58.05294698,-133.8204792,,58.08306193,-133.8640321,,,,,4225.876942,450,Chum Salmon,304,2,,306,2,0,0,2,0,2,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-33-10100,Prospect Creek,7/26/14,"Dropped off at 8:55, a or near low tide. Overcast, light drizzle, water level normal. Counted live/dead on the way up creek. Both dead fish counted were apparent bear predation. Turned around at beaver dam, and began sampling on way down (11:02). Not as many fish in lower reach, and lower bug level than last time. 2 broken rods half way down creek. Most live fish remain lively. ",58.07546077,-133.8536921,,58.05470589,-133.8218368,,,,,2979.796264,450,Chum Salmon,232,2,,234,12,0,0,11,0,11,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-33-10100,Prospect Creek,7/29/14,"Dropped off at 8:15, 1 hour before low tide. Started live/dead count on upstream walk. Very low visibility in lower reach/tide flats. Creek conditions: very high water/velocity, dangerous river condition, moderate to low visibility. Survey ended/forced to turn around at first long riffle section (9:30) due to difficulty and danger in walking up creek. All sampling conducted at 3-way split of stream in lower section of creek. 3 of 4 chum successfully pulled from creek were pre-spawn. Creek conditions made chum collection very difficult. Constant rain all day, very heavy at times, overcast. Picked up at 11:00, ~1.5 hr after low tide.",58.05385684,-133.8207321,,58.0635443,-133.8295284,,,,,1197.439052,450,Chum Salmon,187,0,,187,1,0,0,1,0,1,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
111-33-10100,Prospect Creek,8/1/14,"Dropped off at ~08:45 at beach. Counted live/dead on way up creek, sampled chum on way down. Turned around ~10-15 minutes after seeing last chum, at beaver dam and Pride rock. Very sunny, clear, hot; very buggy when sun went behind mountains. Many fresh bear prints. All 3 dead chum counted were apparent predator caused mortalities. Increased amount of pink salmon in creek. Last pink seen above where last chum was seen at top of survey. Charter fly fisherman arrived at creek at same apporximate time as stream crew, fished in lower reach for Dolly Varden. Picked up at ~19:20, about 2 houres after high tide. Water level down from last visit, normal; visibility great. ~1/3 of chum sampled (post-spawn) were without mold.",58.05470818,-133.8211283,,58.07540344,-133.853701,,,,,3001.590493,450,Chum Salmon,462,3,,465,46,3,6.67,45,3,42,"Jarrod Yelton, Ashley Bolwerk, Ben Campen, Dylan Fournier"
